Name,ASCII Name,Alternate Names,Latitude,Longitude,Feature Class,Feature Code,Country Code,Country Code 2,Admin1 Code,Admin2 Code,Admin3 Code,Admin4 Code,Population,Elevation,DIgital Elevation Model,Timezone,Modification date,Country
Ilkal,Ilkal,Ilkal,15.95923,76.11351,P,PPL,IN,,19,556,,,56937,,564,Asia/Kolkata,14-10-2014,India
Hunsūr,Hunsur,"Hunsur,Hunsūr,Khunsur,Хунсур",12.30359,76.29275,P,PPL,IN,,19,577,,,47644,,794,Asia/Kolkata,08-11-2015,India
Hindoria,Hindoria,"Hindoria,Hindoriā",23.90345,79.56861,P,PPL,IN,,35,428,,,15142,,370,Asia/Kolkata,07-08-2015,India
Hāngal,Hangal,"Hangal,Hāngal",14.76465,75.1246,P,PPL,IN,,19,564,,,26604,,586,Asia/Kolkata,14-10-2014,India
Hadgāon,Hadgaon,"Hadgaon,Hadgāon",19.49552,77.65863,P,PPL,IN,,16,511,,,26451,,417,Asia/Kolkata,07-08-2015,India
Gumia,Gumia,Gumia,23.7975,85.82523,P,PPL,IN,,38,355,,,47121,,289,Asia/Kolkata,02-08-2017,India
Guirim,Guirim,Guirim,15.57552,73.80722,P,PPL,IN,,33,585,,,7057,,8,Asia/Kolkata,14-10-2014,India
Gudibanda,Gudibanda,Gudibanda,13.67099,77.70414,P,PPL,IN,,19,582,,,9255,,832,Asia/Kolkata,04-10-2015,India
Ghumārwīn,Ghumarwin,"Ghamarwin,Ghamārwin,Ghumarwin,Ghumārwīn",31.44166,76.71509,P,PPL,IN,,11,30,,,6690,,644,Asia/Kolkata,13-10-2014,India
George Town,George Town,George Town,13.0926,80.2801,P,PPLA3,IN,,25,603,,,0,,13,Asia/Kolkata,28-03-2015,India
Elāyirampannai,Elayirampannai,"Elayirampannai,Elāyirampannai",9.27033,77.82494,P,PPL,IN,,25,625,,,6473,,103,Asia/Kolkata,14-10-2014,India
Ganj Dundwāra,Ganj Dundwara,"Dundwaraganj,Dundwārāganj,Ganj Dundwara,Ganj Dundwāra",27.73308,78.94119,P,PPL,IN,,36,202,,,46314,,173,Asia/Kolkata,07-08-2015,India
Dubrājpur,Dubrajpur,"Dubrajpur,Dubrājpur",23.7902,87.37648,P,PPL,IN,,28,334,,,35087,,100,Asia/Kolkata,14-10-2014,India
Dhūri,Dhuri,"Dhuri,Dhūri",30.36846,75.86791,P,PPL,IN,,23,53,,,54302,,246,Asia/Kolkata,07-06-2015,India
Dhuliān,Dhulian,"Dhulian,Dhuliān",24.68127,87.9535,P,PPL,IN,,28,333,,,77070,,28,Asia/Kolkata,23-06-2016,India
Dhola,Dhola,Dhola,21.88129,71.77269,P,PPL,IN,,9,481,,,8206,,35,Asia/Kolkata,13-10-2014,India
Dhandhuka,Dhandhuka,Dhandhuka,22.38185,71.98664,P,PPL,IN,,9,474,,,30049,,31,Asia/Kolkata,13-10-2014,India
Dhāmpur,Dhampur,"Dhampur,Dhāmpur",29.30883,78.51083,P,PPL,IN,,36,134,,,49973,,241,Asia/Kolkata,07-06-2015,India
Dehra Dūn,Dehra Dun,"Dehra,Dehra Dun,Dehra Dūn,Dehradun,Dekhradune,Дехрадуне",30.32443,78.03392,P,PPLA,IN,,39,60,,,522081,,664,Asia/Kolkata,10-06-2020,India
Dāmnagar,Damnagar,"Damnagar,Dāmnagar",21.69232,71.51747,P,PPL,IN,,9,480,,,17766,,94,Asia/Kolkata,13-10-2014,India
Damān,Daman,"Daman,Damanas,Damanum,Damao,Damaun,Damán,Damão,Damān,NMB,da man,daman,damana,damani,taman,Даман,دامان,दमण,दमन,ਦਮਨ,દમણ,ଡାମନ,தமன்,ദമൻ,დამანი,ダマン,达曼,達曼,다만",20.41431,72.83236,P,PPLA,IN,,52,495,,,39737,,11,Asia/Kolkata,08-07-2020,India
Daboh,Daboh,Daboh,26.00239,78.87658,P,PPL,IN,,35,420,,,18298,,165,Asia/Kolkata,14-10-2014,India
Chittūr,Chittur,"Chittur,Chittur-Cochin,Chittūr",10.69967,76.7471,P,PPL,IN,,13,593,,,31608,,136,Asia/Kolkata,10-06-2020,India
Chinnamanūr,Chinnamanur,"Chinnamanur,Chinnamanūr,Chinnammanur",9.83999,77.38109,P,PPL,IN,,25,624,,,39213,,366,Asia/Kolkata,14-10-2014,India
Chhala,Chhala,Chhala,23.30779,72.77404,P,PPL,IN,,9,473,,,17323,,97,Asia/Kolkata,04-12-2018,India
Cheyyur,Cheyyur,"Chaeur,Cheyur,Cheyyur,Cheyyūr,Cheyūr",12.34948,80.00304,P,PPL,IN,,25,604,,,11060,,14,Asia/Kolkata,14-10-2014,India
Chettipālaiyam,Chettipalaiyam,"Chettipalaiyam,Chettipalayam,Chettipālaiyam",10.91248,77.03699,P,PPL,IN,,25,632,,,24080,,408,Asia/Kolkata,10-06-2020,India
Chaksu,Chaksu,"Chaksu,Chatsu,Chāksu,Chātsu",26.6051,75.94814,P,PPL,IN,,24,110,,,33098,,304,Asia/Kolkata,14-10-2014,India
Chāndur,Chandur,"Chandur,Chāndur",19.73444,79.17167,P,PPL,IN,,16,509,,,23125,,248,Asia/Kolkata,10-03-2016,India
Chamba,Chamba,"Chamba,Chambâ,caba,camba,campa,qia mu ba,چمبہ,चंबा,चम्बा,ਚੰਬਾ,ચંબા,ചമ്പ,恰姆巴",32.55531,76.12647,P,PPL,IN,,11,23,,,21502,,951,Asia/Kolkata,06-09-2015,India
Bhubaneshwar,Bhubaneshwar,"BBI,BBSR,Bhubaneshwar,Bhubaneswar,Bhubaneśwar,Bkhubaneshvar,Temple City of India,bhubanesbara,bhuvanesvara,bubaneshuwaru,puvanecuvaram,Бхубанешвар,בובנשוואר,भुवनेश्वर,ভুবনেশ্বর,புவனேசுவரம்,ブバネーシュワル",20.27241,85.83385,P,PPLA,IN,,21,386,,,762243,,62,Asia/Kolkata,14-10-2014,India
Bhavāni,Bhavani,"Bhavani,Bhavāni",11.44553,77.68215,P,PPL,IN,,25,610,,,39744,,172,Asia/Kolkata,06-04-2017,India
Bhagwantnagar,Bhagwantnagar,Bhagwantnagar,26.22383,80.7575,P,PPL,IN,,36,156,,,6596,,127,Asia/Kolkata,04-12-2018,India
Beltangadi,Beltangadi,"Beltangadi,Beltangady",13.98333,75.3,P,PPL,IN,,19,568,,,7676,,652,Asia/Kolkata,14-10-2014,India
Bellūru,Belluru,"Bellur,Belluru,Bellūru",12.9814,76.73308,P,PPL,IN,,19,573,,,7626,,797,Asia/Kolkata,10-06-2020,India
Bāzpur,Bazpur,,29.15299,79.10814,P,PPL,IN,,39,67,,,23900,,227,Asia/Kolkata,04-10-2015,India
Bānswāra,Banswara,"Banswara,Bānswāra",23.54109,74.4425,P,PPL,IN,,24,125,,,93648,,227,Asia/Kolkata,14-10-2014,India
Balrāmpur,Balrampur,"Balrampur,Balrāmpur",27.42949,82.18545,P,PPL,IN,,36,182,,,77396,,112,Asia/Kolkata,07-08-2015,India
Bahua,Bahua,Bahua,25.83942,80.62255,P,PPL,IN,,36,172,,,10243,,123,Asia/Kolkata,04-12-2018,India
Ajodhya,Ajodhya,"Ajodhija,Ajodhjo,Ajodhya,Ajodkh'e,Ajodkh'ja,Ajodkhja,Ayodhya,Oudh,a yue ti ya,ayead'dhya,ayod'dha,ayodhi'a,ayodhya,ayodhye,ayodia,ayodiya,ayotti,aywdya,x yoth ya,Айодхье,Айодхья,Айодхя,أيوديا,ایودھیا,ایودیا,अयोद्धा,अयोध्या,অযোধ্যা,ਅਯੋਧਿਆ,અયોધ્યા,ଅଯୋଧ୍ୟା,அயோத்தி,అయోధ్య,ಅಯೋಧ್ಯೆ,അയോദ്ധ്യ,อโยธยา,ཨ་ཡོ་དྷི་ཡ།,アヨーディヤー,阿约提亚,아요디아",26.79909,82.2047,P,PPL,IN,,36,177,,,53293,,102,Asia/Kolkata,07-08-2015,India
Arcot,Arcot,"Arcot,Arkota,Аркота",12.90569,79.31897,P,PPL,IN,,25,605,,,51943,,173,Asia/Kolkata,14-10-2014,India
Antri,Antri,Antri,26.05804,78.21027,P,PPL,IN,,35,421,,,9787,,266,Asia/Kolkata,14-10-2014,India
Anandnagar,Anandnagar,"Anandnagar,Pharenda",27.10062,83.27156,P,PPL,IN,,36,187,,,11220,,89,Asia/Kolkata,14-10-2014,India
Āmta,Amta,"Amta,Āmta",22.58344,88.01039,P,PPL,IN,,28,341,,,16753,,12,Asia/Kolkata,14-10-2014,India
Āmbāsa,Ambasa,"Ambasa,Ambassa,Āmbāsa",23.936,91.85436,P,PPL,IN,,26,291,,,6373,,81,Asia/Kolkata,04-07-2016,India
Amarpur,Amarpur,Amarpur,25.03967,86.90247,P,PPL,IN,,34,225,,,22796,,64,Asia/Kolkata,14-10-2014,India
Amarkantak,Amarkantak,"Amarkantak,a ma er ka en ta ke,amarakantaka,amarakanthaka,Амаркантак,अमरकंटक,अमरकन्ठक,অমরকণ্টক,অমরকন্টকা,അമർകാണ്ടക്,阿马尔卡恩塔克",22.67486,81.75908,P,PPL,IN,,35,461,,,7613,,1042,Asia/Kolkata,06-09-2015,India
